,ID,Tweet,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official report,Surprise,Joking
22,1245139084311486465,female founded companies  as a result  have less cash on hand to carry them through any kind of unexpected event  like coronavirus ,0,0,0,1,1,1,0,0,0,1,1
23,1245139091894779904,all that twerk air has transformed into the corona virus and yall still twerking  my lord  ,0,0,0,0,0,0,0,0,0,0,1
24,1245139096508350464,calling corona virus rona like she the nastiest little girl in the 5th grade ,0,0,0,0,0,0,0,0,0,0,1
25,1245139096797929478,if i get curved ima go somewhere packed to give myself coronavirus ,0,0,0,1,0,0,0,0,0,0,1
26,1245139101168304134,so    us preorder people get to beta test soon  would be a nice little coronavirus stuck at home time for it,0,0,0,0,0,1,0,0,0,0,1
27,1245139104188203008,plan is to cull all the social security and medicare recipients to allow for more tax cuts  thanks coronavirus 19,0,1,0,0,0,0,1,1,0,0,0
28,1245139108546125829,did you see that thing about sending a stool sample to nancy to see if we have corona corn in it optional ,0,0,0,0,0,0,0,0,0,0,1
29,1245139116888637441,thus  to ur point  a true count of coronavirus deaths is unlikely,0,0,0,1,0,1,0,0,0,0,0
30,1245139117131698176,yes  want to get narrative out of corona  rightists  never do any right ,0,0,0,0,0,1,1,0,0,1,0
31,1245139121493991426,dont see this tosser doing it outside considering coronavirus doesnt effect him ,0,0,0,0,0,0,1,0,0,1,1
32,1245139130620624897,coronavirus live updates  death toll soars past 41 400 with more than 846 000 people infected around the world,0,0,0,0,0,0,0,0,1,0,0
33,1245139134122987520,i would not be surprised alabama ends up with the fewest confirmed cases of the corona virus ,1,0,0,0,0,0,0,0,0,1,0
34,1245139138283745280,soon as this corona shit is over imma hit the skatepark with my dad as soon as possible,1,0,0,0,0,0,0,0,0,0,0
35,1245139138841583620,march  a month that introduced corona virus to the world   anychild born on that month should named after corona    just saying,0,0,0,0,0,0,0,0,0,0,1
36,1245139148081631232,we will beat this fucking virus f you coronavirus 19 k,1,0,0,0,0,0,1,0,0,0,0
37,1245139173658570761,if corona fucked your sleep schedule up even more than it already was clap your hands,0,0,0,0,0,0,1,0,0,0,1
38,1245139175348862976,the world wants to know why you have thrown florida under the bus  what is your goal  coronavirus,0,0,0,0,0,0,1,0,0,1,0
39,1245139180981755904,the jmea offers condolences to the family of the coronavirus patient who died this afternoon ,0,0,1,0,0,1,0,0,1,1,0
40,1245139188477054978,nothing worse than falling for a guy during corona     cant even hug him bc social distancing,0,0,0,0,0,1,0,0,0,0,0
41,1245139204834840577,cant wait for the government to tell us corona virus was fake for aprils fool tomorrow,0,0,0,0,0,0,0,0,0,0,1
42,1245139204906106881,imagine 1pant of garri done enter 1300 because of corona virus aside the disease kill us we still day kill our self,0,0,0,1,0,1,0,0,0,0,0
43,1245139213504270338,i just need to know my favs   and are safe from the coronavirus,1,0,1,0,0,0,0,0,0,0,1
44,1245139214305562624,just saw the first i have corona april fools joke maybe ill just abstain from social media for today    ,0,0,0,0,0,1,1,0,0,0,1
45,1245139214561234945,florida man forgets to check his junk mail folder  misses message saying coronavirus is not a hoax,0,0,0,0,0,0,1,0,0,0,1
46,1245139222299844611,why dont you just take care of the americans who have coronavirus and finding the cure,0,0,0,0,0,0,1,0,0,0,0
47,1245139225944571904,can we please cancel the year 2020 and get a new year    this year is defective  coronavirus coronavirus,0,0,0,0,0,0,1,0,0,0,1
48,1245139226339016705,cunthole genius more like it   happy corona day to you and your family   ,0,0,0,0,0,0,0,0,0,0,1
49,1245139230591873024,so heart breaking any way you see it prayers to all the families affected by the coronavirus ,0,0,1,0,0,1,0,0,0,0,0
50,1245139239303553024,is coronavirus still spread through money  i sleep better at night knowing my ex wont get it,0,0,1,0,1,0,0,0,0,0,1
51,1245139243770486786,reinfection due to new varients in short time is most likely explanation of danger by coronavirus coronavirus coronavirus,0,0,0,0,1,0,0,0,1,1,0
52,1245139247570522112,coronavirus in my town  health rehab center tests positive  just a matter of time before it came here ,0,0,0,1,1,0,0,0,0,0,0
53,1245139247805468674,tryna have them titying some more but corona wont let us,0,0,0,0,0,1,1,0,0,0,0
54,1245139252163248128,police scared of the corona too    ive barley seen them since this mess started  you good,0,0,0,0,1,0,0,0,0,1,0
55,1245139252184317953,brazil needs to be together with the world to fight the corona virus  a worldwide epidemic,1,1,0,0,0,0,0,0,0,1,0
56,1245139258333110273,if the coronavirus ends up causing the end of me  i promise to haunt donald trump for the same number of years he is haunted this nation ,0,0,0,0,0,0,1,0,0,0,0
57,1245139259406852096,need someone to start a long distance hinge relationship with so i can publish all our messages as love in the time of coronavirus,1,0,0,0,0,0,0,0,0,0,1
58,1245139263756386304,i got to go to this liquor store  yolo20s coronavirus stay at home quarantine life,1,0,0,0,1,0,1,0,0,1,1
59,1245139277635190784,team building is important during the corona times  so is networking     keep it up ,1,0,0,0,0,0,0,0,0,0,0
60,1245139280399384576,remember the coronavirus website trump talked about  turns out a jared kushner related firm was building it,0,0,0,0,0,0,1,1,0,0,0
61,1245139307632848896,women will still go out there way to blame the coronavirus on men laughing out loud,0,0,0,0,0,0,0,0,0,0,1
62,1245139322740920321,62 new confirmed case s  in ecuador totaling 2 302 in this place  already 856 888 worldwide  coronavirus coronavirus ecuador,0,0,0,0,0,0,0,0,1,0,0
63,1245139323231469569,we interrupt this corona virus bullshit to bring you an earth quake in emmett idaho ,0,0,0,0,0,1,1,0,0,0,1
64,1245139341329993728,right the government has 11 hours to reveal coronavirus was an april fool s joke ,0,0,0,0,0,0,0,0,0,0,1
65,1245139365073846272,all im saying is this corona shit wasnt a issue until i got my drivers license,0,0,0,0,0,1,0,0,0,0,0
66,1245139373890260992,coronavirus is just a new flu virus   it will disappear in summer  why panic  just ban the flu infected americans from traveling abroad ,1,0,0,0,0,0,0,0,0,0,0
67,1245139374100164614,i am hoping coronavirus is just one big shitty april fools day joke  coronavirus 19 lockdown,1,0,0,0,0,0,0,0,0,0,1
68,1245139394639454208,remember the republicans and the president called a democrat hoax for coronavirus 19 ,0,0,0,0,0,0,1,0,0,0,0
69,1245139398133350401,alex jones coronavirus supplements on thursday  a scientific blend of zinc  animal feces and sand ,1,0,0,0,0,0,1,0,0,1,1
70,1245139411056103424,michael  you kill harder than corona and i hope sooner than later your sense of humor plagues the whole planet ,1,0,0,0,0,0,0,0,0,0,1
71,1245139415325904896,how is it china has less coronavirus cases than the usa something dont add up thefinal5,0,0,0,0,0,0,0,1,0,1,0
72,1245139428118614020,ha  i was watching our mayor giving the daily coronavirus report and wasnt paying attention when i reworded my tweet  editbutton,0,0,0,0,0,0,0,1,0,1,0
73,1245139436142133248,inside a coronavirus hospital seems like a great place to go if you want to get coronavirus ,0,0,0,0,0,0,1,0,0,0,1
74,1245139440030437378,i wish it was coz he aint worried about corona  dogs cant get it,1,0,0,0,1,0,1,0,0,0,0
75,1245139442727346178,my birthday is in exactly 2 months  pls join me as we say a prayer for corona to be gone by then so i can be 21 have some fun,1,0,1,0,0,0,0,0,0,0,0
76,1245139454286802944,breakingnews  death toll in nyc surpasses 1 000 as positive cases of coronavirus 19 approach 42 000 mark  coronavirus,0,0,0,0,0,0,0,0,1,0,0
77,1245139463908532225,nothing last forever  corona virus will vanish this month  happy new month,1,0,0,0,0,0,0,0,0,0,0
78,1245139465250709510,happy new month love  i wish you corona free and more happy times with your family,1,0,1,0,0,0,0,0,0,0,0
79,1245139465422725122,because weve known about this for months but our president has had his head up his ass  coronavirus,0,0,0,0,0,0,1,0,0,0,0
80,1245139477917577216,happy new month fam  may the corona thing end in jesus name,1,0,1,0,0,0,0,0,0,0,0
81,1245139490261192704,just remember if the corona virus didnt pick you  i definitely wouldnt have either ,0,0,0,0,0,0,0,0,0,0,1
82,1245139495260950537,if only corona virus was an april fools joke and nothing like this existed,0,0,0,1,0,1,0,0,0,0,1
83,1245139502886240256,things i am more enthusiastic about than joe biden    getting coronavirus   consuming toxic waste   staring at the wall   a pile of mud,0,0,0,0,0,1,0,0,0,0,1
84,1245139523828211712,there are 3011 cases of corona virus in la and if harry is really there i want him out like can someone go get him or something,0,0,0,0,1,1,0,0,0,0,1
85,1245139545559044101,reinfection due to new varients in short time is most likely explanation of danger by coronavirus coronavirus,0,0,0,0,1,0,0,0,1,0,0
86,1245139557156339713,coronavirus shall not see our end  we shall see the end of coronavirus    psalm 118 17 happy new month you all,1,0,0,0,0,0,0,0,0,0,0
87,1245139566538952711,our crack coronavirus management team now plans to lose 100k 240k americans due to incompetence ,0,0,0,0,0,0,1,0,0,0,0
88,1245139570494066688,he been doing this kinda shit all week  fucking the world over while mfs fight corona,0,0,0,0,0,0,1,0,0,0,0
89,1245139578589024261,more dangerous than the corona virus  you might end up autistic godspeed,0,0,0,0,0,0,0,0,0,1,1
90,1245139586772336641,yea i get that but i know people that were still making moves while corona was here the first 2 weeks,0,0,0,1,0,0,1,0,0,0,1
91,1245139595756548100,stay at homesa yesterday i manage to watch 6 movies which is very difficult for me but i did it the lockdown sandfdeployment coronavirus,1,0,0,0,0,0,0,0,0,1,1
92,1245139596209356802,why is it that no one ever reports on the number of people who recovered from coronavirus ,0,0,0,0,0,1,1,1,0,0,0
93,1245139599376121859,oh yes  sorry i misunderstood your tweet  i thought you were questioning the optics of using the coronavirus hashtag haha  my b,0,0,0,0,0,0,0,0,0,1,1
94,1245139611820724231,lmfao idk how yall do it my sister and bestfriend my happy place laughing out loud shit we gone corona together atp,0,0,0,0,0,0,0,0,0,0,1
95,1245139611937935361,47 new confirmed cases of coronavirus 19  14 new probable cases   taking the total in nz to 708  in good news  82 people have recovered coronavirus,0,0,1,0,0,0,0,0,1,0,0
96,1245139620926574594,facts i hope this corona over by then bc its gone be my 21st,1,0,0,0,0,0,0,0,0,0,0
97,1245139645983309827,defo reckon coronavirus was man made so wed all be home to play club penguin,0,0,0,0,0,0,0,0,0,0,1
98,1245139654225035267,400k followers thanks you all   happynewmontt coronavirus stay at home,1,1,0,0,0,0,0,0,0,0,0
99,1245139654451400705,corona better end now or i will strangle every person  esp my brother  in this house i cannot survive with them anymore please,0,0,0,0,0,0,1,0,0,0,0
100,1245139658368925696,calling corona virus rona like she the nastiest little girl in the 5th grade  coronavirusmemes 5g,0,0,0,0,0,0,0,0,0,0,1
101,1245139658796937218,i really think i had corona  thats shit came and went  well atlease i think ,0,0,0,0,1,0,0,1,0,0,1
102,1245139667256631297,that corona virus aint gonna go away in la county anytime soon so long as all these businesses are still open ,0,0,0,1,0,0,1,0,0,0,0
103,1245139675070767112,the government should better wake up in the morning and tell us that this corona virus is april fool something  i am tired   ,0,0,0,1,0,1,1,0,0,0,0
104,1245139684294082562,hes a fckn liar about coronavirus book promotion bs,0,0,0,0,0,0,1,0,0,0,0
105,1245139684470091776,writers hate coronavirus twice as much because now they have no reason to not finish that wip ,0,0,0,0,0,0,1,0,0,0,1
106,1245139713268334592,the best part of corona virus is definitely keeping the panic attacks at bay,1,1,0,0,0,1,0,0,0,0,1
107,1245139717680701440,corona ca tue mar 31st pm forecast  tonight partly cloudy lo 50 wednesday partly cloudy hi 73,0,0,0,0,0,0,0,0,1,0,1
108,1245139726065192960,posting rather boring text convos on twitter coronavirus,0,0,0,0,0,1,0,0,0,1,0
109,1245139733635895303,does anyone know if russia  syria or north korea has the corona virus  not hearing anything at all about those countries ,0,0,0,0,0,0,0,0,0,1,0
110,1245139734168551425,im scared to buy some weed  idk who corona filled fingers been bagging my shit ,0,0,0,0,1,0,0,0,0,0,1
111,1245139734344556544,mr  trump you should go lick handrails across dc to prove that america isnt afraid of coronavirus,1,0,0,0,0,0,0,0,0,0,1
112,1245139742703923200,cuz of the impeachment  he couldnt chew gum and walk at the same time  when it came to the coronavirus response,0,0,0,0,0,0,1,0,0,0,1
113,1245139754439585792,can we expect food shortages because of the coronavirus store sell worker fear,0,0,0,0,1,0,1,0,0,0,0
114,1245139754439659520,just an absolute fucking coward  hes saying he wont save lives unless hes ordered to  fucking nazi  coronavirus,0,0,0,0,0,1,1,0,0,0,0
115,1245139754901032965,someone should pls remind coronacoronavirus that this is april o we left march already  it month  so bye bye to corona,1,0,0,0,0,0,0,0,0,0,1
116,1245139758579212289,a girl i went to hs put pics of her getting tested for corona on her snap um,0,0,0,0,1,1,0,0,0,0,0
117,1245139759015645184,just waiting for someone to say april fools corona virus isnt real laughing out loud,0,0,0,1,0,0,0,0,0,0,1
118,1245139771007123459,yall den messed me up so bad i thought it said coronavirus for a sec   ,0,0,0,1,1,0,0,0,0,0,1
119,1245139771925594115,my mom has sent me every english post about corona through fb messenger   now shes started with the spanish,0,0,0,0,0,0,0,0,0,0,1
120,1245139776107356160,imagine waking up and hearing coronavirus was a pr stunt for a new netflix series about a virus  april fools,1,0,0,0,0,0,0,0,0,0,1
121,1245139780750499840,doing my budget and paying bills is the only thing keeping me sane right now  im not joking  coronavirus,1,0,0,0,1,0,0,0,0,1,1
122,1245139792746156032,good for you  we have not seen the worst of corona  so i am staying still  i think i might deliver pizzas eventually ,1,0,0,0,0,0,0,0,0,0,1
123,1245139792834318336,hahahah i guess thats what happens when you dont miss any white house coronavirus briefing    stay safe,0,0,1,0,0,0,0,0,0,0,1
124,1245139796504215555,reinfection due to new varients in short time is most likely explanation of danger by coronavirus coronavirus,0,0,0,0,1,0,0,1,0,1,0
125,1245139830822047745,people are really shining during this whole coronavirus 19 thing  good job humans ,1,1,0,0,0,0,0,0,0,0,0
126,1245139834081067009,im so excited to see what kind of shit storm april fools   corona virus brings,0,0,0,0,0,0,0,0,0,0,1
127,1245139834173296640,did the president call coronavirus a hoax before or after the impeachment trial ended ,0,0,0,0,0,0,0,0,0,1,1
128,1245139839592222725,so this cardiac arrest should be counted in the coronavirus death total  im sure ,0,0,0,0,0,0,0,1,1,1,1
129,1245139842813644800,now schools in ontario wont be open until may due to the coronavirus which might post pone the 2019 2020 school year to july or august ,0,0,0,0,0,0,0,0,1,0,0
130,1245139867924934656,found out my cousin is graduating medical school today and going onto the front lines of corona  can i get an f on the tl,0,0,0,0,0,0,0,0,0,0,1
131,1245139868021215237,wow puta bilko and sam morales scam now at its 13th victim coronavirus ka ghorl   ,0,0,0,0,1,0,0,0,0,0,1
132,1245139884756488192,but theres a religion who knows how to use coronavirus as weapon for their sinister jihad  coronavirus struggle coronavirusiot,0,0,0,0,0,0,1,0,0,0,0
133,1245139885113200641,imagine if the judge had to self isolate for 14  days due to coronavirus symptoms   would end up back at square one,0,0,0,0,0,0,0,0,0,0,1
134,1245139905761685505,moses said dior saddle bags are ugly so he must have coronavirus bc no taste is a symptom,0,0,0,0,0,0,0,0,0,0,1
135,1245139948723789826,my best friend just said the same thing  laugh my a   off gotta thank coronavirus  cardi b voice ,0,0,0,0,0,0,0,0,0,0,1
136,1245139951647199232,if i get corona den i get corona   at the end of the day its not gonna stop me from partying,1,0,0,0,0,0,0,0,0,0,0
137,1245139968395223041,allah ap ko bhi safa ata fermain  ameen  be strong  ia allah will give full and speedy recovery  coronavirus,0,0,1,0,0,0,0,0,0,0,0
138,1245139973788946432,neighbours  if you can hear me coughing  it is because my water went down the wrong hole and not because i have corona,0,0,0,0,0,0,0,0,0,0,1
139,1245139977735979013,lost my job to coronavirus  heart broken would be an understatement  wishing this would end soon ,0,0,0,0,0,1,0,0,0,0,0
140,1245139986057506817,the reason coronavirus is spreading so fast is because its trying to outdo idpol as the 1 plague currently ravaging the world,0,0,0,0,1,0,0,0,0,0,1
141,1245139997868482560,the world is infested with coronavirus  may as well delete it,0,0,0,1,0,1,0,0,0,1,1
142,1245140006647316481,selenators tweeting this again    corona cant end fast enough,0,0,0,1,0,1,1,0,0,0,0
143,1245140006752137216,a glass of wine keeps the corona away en ese departamento estamos set,0,0,0,0,0,0,0,0,0,1,1
144,1245140017879617539,prediction  downing street s next coronavirus update will be absolute bollocks ,0,0,0,0,0,0,0,0,1,0,1
145,1245140052994211840,a woman who was completely healthy died in la from corona virus so if harrys there he better stay the fuck inside i stg this is terrifying,0,0,0,0,1,0,0,0,0,0,0
146,1245140056362401793,its coronavirus  all cases are serious  one has already died from the virus ,0,0,0,0,1,1,0,0,0,0,0
147,1245140069092077572,laughing out loud any one see the cnn ratings for joe biden s coronavirus town hall last friday at 8 pm  less than 2 4 million  lucky for biden actually ,0,0,0,0,0,0,0,0,0,0,1
148,1245140081700208640,reinfection due to new varients in short time is most likely explanation of danger by coronavirus coronavirus,0,0,0,0,0,1,0,0,0,1,0
149,1245140102411673606,just once i want to hear the president end a corona task force press conference with  you cannot always get what you want  ,0,0,0,1,0,0,1,0,0,0,1
150,1245140102789173260,it was must see tv for awhile until the usual suspects took over  coronavirus,0,0,0,0,0,1,1,0,0,1,0
151,1245140117808766976,like 911 forever changed us so will coronavirus we now understand we only have so much control   ,1,0,0,1,0,0,0,0,0,0,0
152,1245140119205466114,if this doesnt end before summer ima have to handle this shit myself  leoseasoniscoming coronavirus summer2020,0,0,0,0,0,1,1,0,0,0,1
153,1245140132849758210,tomorrow is april fools day cant wait for the government to announce that coronavirus was a prank  ,0,0,0,0,0,0,0,0,0,1,1
154,1245140136557412352,our president donaldtrump is wack  he has failed us every step of the way through coronavirus 19 crisis  chump  thanks for nothing ,0,0,0,0,0,0,1,0,0,0,0
155,1245140145600421888,let alone all the coronavirus regulations going on with essential businesses people use your brains,1,0,0,0,0,0,1,0,0,0,0
156,1245140157419880449,strewth   us are posting coronavirus cases of  23 559 in a single day  shocking  but at least is being recorded accurately ,0,0,0,0,1,0,0,0,0,0,0
157,1245140190890467328,great  killing babies  just lump them in with the rest of the corona virus deaths  lord gave mercy  ,0,0,0,0,0,1,1,0,1,0,0
158,1245140199392153600,proud to be one of the few people who hasnt texted their ex coronavirus quarantine lockdown,1,0,0,0,0,0,0,0,0,0,1
159,1245140207810129921,taking a nasal swab is not conducting a coronavirus test  james  it is only a nasal swab  the actual test happens at a lab ,0,0,0,0,0,0,0,0,1,1,0
160,1245140215569809409,if hillary clinton were president  we would all have the coronavirus  100  globalist 100  open boarders 100  idiot,0,0,0,1,0,0,0,0,0,0,1
161,1245140224457314304,april fools  wish the coronavirus outbreak were one big prank  but,1,0,0,1,0,1,0,0,0,0,1
162,1245140258024497155,if youre thinking about doing a coronavirus joke for april fools dont be a fucking idiot   ,0,0,0,0,0,0,1,0,0,0,1
163,1245140261778456578,crooks  criminals chill with the crime  wait till the coronavirus is over,0,0,0,0,0,0,0,0,0,0,1
164,1245140278887022592,hey you do not need to be positive or negative  you just need to be honest    trump coronavirus coronavirus,0,0,0,0,0,0,1,0,0,0,0
165,1245140279566438401,lmfao tuh e coronavirus messing up everybody morals ,0,0,0,0,0,0,0,0,0,0,1
166,1245140279860043780,i just feel like corona wouldnt be here if michael jackson was alive,0,0,0,0,0,0,0,0,0,0,1
167,1245140287028002821,had to change up my roll out due to corona  tryna get somethin out though as soon as possible,1,0,0,1,0,0,0,0,0,1,0
168,1245140292065546240,the president says no one knew the coronavirus was so contagious     well the chinese knew ,0,0,0,0,0,0,1,1,0,0,1
169,1245140303859691520,just felt a small earthquake    with this corona virus going on too my anxiety is now up the roof laughing out loud,0,0,0,0,1,0,0,0,0,0,1
170,1245140304644182024,make corona end na,1,0,1,0,0,0,0,0,0,0,1
171,1245140317650718721,im so the opposite of a hypochondriac  ill get coronavirus and be like its just a cold,1,0,0,0,0,0,0,0,0,0,1
172,1245140326790160384,my dad has been on the front lines helping people as a nurse and now he has the virus all corona jokes are officially canceled,0,0,0,0,0,1,0,0,0,0,0
173,1245140333450498048,1 new confirmed case s  in zambia totaling 36 in this place  already 856 900 worldwide  coronavirus coronavirus zambia,0,0,0,0,0,1,0,0,1,0,0
174,1245140333735948288,i thought 2020 was going to be bad ass but then i had to cancel my wedding and got laid off  coronavirus,0,0,0,0,0,1,0,0,0,0,1
175,1245140337938530304,also i will be dealing with corona virus at the star level  and star codes  not just the physical   so be so    star truth p13 ,1,0,0,0,0,1,1,0,0,1,1
176,1245140355231756288,this coronavirus 19 quarantine gonna get people fat pregnant,0,0,0,0,0,0,0,0,0,0,1
177,1245140409585672192,apparently a coronavirus symptom is having no taste  good luck to all the youngboy fans,1,0,1,0,0,0,0,0,0,0,1
178,1245140426195193859,you cant bone spur your way out of the corona virus 45 ohlawdhecomin,0,0,0,0,0,0,1,0,0,0,1
179,1245140428988592131,cant believe bono just died of corona virus  another soul taken from us you too coronavirus anotheronebitesthedust,0,0,0,0,0,1,0,0,0,0,0
180,1245140446956969986,reinfection due to new varients in short time is most likely explanation of danger by coronavirus coronavirus,0,0,0,0,1,0,0,0,0,0,0
181,1245140450396254208,portrait of a lady on fire at tiff bell lightbox in toronto  the next day they closed due to coronavirus,0,0,0,0,0,1,0,0,0,0,0
182,1245140451272921089,april fools about to hella ass tomorrow  i got corona hahahaha so freaking stupid,0,0,0,0,0,0,1,0,0,0,1
183,1245140459766394893,more testing kits more cases duh  and less casulaties  coronavirus the lockdown coronavirus truth,0,0,0,1,0,1,0,0,0,0,0
184,1245140479127310338,100k to 240k us deaths is trumps prediction  does that mean it will really be 2 million  coronavirus trump,0,0,0,0,1,0,1,0,0,1,0
185,1245140481199095808,corona episode of arrested development is gob performing illusions for everyone whole george sr tries to escape the model home,0,0,0,0,0,0,0,1,0,1,0
186,1245140492720861185,laugh my a   off i think air force is okay with grown out hair for now bc of coronavirus,0,0,0,0,0,0,0,0,0,0,1
187,1245140497493983232,our municipality is now coronavirus free  thanks god  i wish the whole world can heal ,0,1,1,0,0,0,0,0,0,0,0
188,1245140535163195394,hate this administration    and coronavirus 19 worry about them and let teachers take a break ,0,0,0,0,1,0,1,0,0,0,0
189,1245140547469103104,how much money have you donated to fight the corona virus nancy,0,1,0,0,0,0,0,1,0,1,0
190,1245140564045189124,usa coronavirus deaths in one day  794  trump today  we are doing a great job ,0,0,0,1,0,0,1,0,0,0,1
191,1245140568944107521,make corona finish,1,0,0,1,1,1,0,0,0,0,1
192,1245140576313491456,very interested to read this case report of a patient with coronavirus and acute colitis ,1,0,0,0,0,0,0,0,1,0,0
193,1245140577504632833,cant wait for next seasons episode of its always sunny in philadelphia when they take on the coronavirus,1,0,0,0,0,1,0,0,0,1,1
194,1245140601852526593,since its now april fools day here  reminder that if you do an april fools related to you getting coronavirus then you are ignorant ,0,0,0,0,0,0,1,0,0,0,1
195,1245140602204930048,laughing out loud you just said fuck it huh  let me know if you need my barber number,0,0,0,0,0,0,1,0,0,0,1
196,1245140627311886338,if i hear cardi b shout coronavirus in my head one more time i swear to fucking god i might jump in the sea,0,0,0,0,0,0,1,0,0,0,1
197,1245140635759370240,i wonder if somebody is gonna pretend to have corona as an april fools i hope not ,1,0,0,0,0,0,1,0,0,0,1
198,1245140636078149633,grandma dont even say corona laughing out loud she be like that stuff whatever they call it,0,0,0,0,0,0,0,0,0,0,1
199,1245140639534243840,laugh my a   off hes got the whole ass coronavirus and still playing ,0,0,0,0,0,0,0,0,0,0,1
200,1245140639588798467,reinfection due to new varients in short time is most likely explanation of danger by coronavirus coronavirus,0,0,0,0,0,0,0,0,1,1,0
201,1245140643489382401,need this to be all cleared up by late summer so we can see everyones coronavirus and tiger king halloween costumes ,1,0,0,0,0,1,0,0,0,1,1
202,1245140646094155776,the cdc and the who downplayed the corona virus   get your facts right,0,0,0,0,0,0,1,0,0,0,0
203,1245140652356251648,500 ni few  shey o sure pe corona never blow to your brain bayii ,0,0,0,1,0,0,0,0,0,0,1
204,1245140664544722944,i thought april fools  cancelled because coronavirus,0,0,0,0,0,0,0,0,0,0,1
205,1245140677035528193,maybe this whole coronavirus thing is just a really bad april fools joke  cant wait to find out tomorrow   fingers crossed ,1,0,0,0,0,0,0,0,0,0,1
206,1245140677484105728,yup matt 24     to go with pestilence coronavirus and texas earthquake and the locusts and the    you get the picture   ,0,0,0,1,0,0,0,0,0,0,0
207,1245140681569550337,and apple wonder why they are hated  best advertising campaign of the corona virus era,0,0,0,0,0,0,0,0,0,0,1
208,1245140686246035457,i feel like ebola was so overblown by the media at the time that no one took coronavirus seriously  remember the boy who cried wolf ,0,0,0,0,0,0,0,1,0,1,0
209,1245140694358020100,seems like earth has new hiv virus coronavirus 19   i am wondering when negotiation will be done for treatment stay at home nycstrong,0,0,0,1,1,0,0,0,0,0,1
210,1245140706890354688,mom had pictures fall off the wall up in kalispell  earthquake coronavirus endoftimes,0,0,0,0,1,1,0,0,0,0,0
211,1245140711575556096,mark my words  florida will sadly become the lombardy of america  coronavirus,0,0,0,1,0,1,0,0,0,0,0
212,1245140715010527232,yup matt 24     to go with pestilence coronavirus and texas earthquake and the locusts and the    you get the picture   ,0,0,0,1,0,0,0,0,0,1,0
213,1245140720123609095,corona virus please go away i took going out for granted and im sorry,0,0,0,0,0,1,1,0,0,0,0
214,1245140727946006528,day 18 of quarantine  i gave myself a haircut and it turned out really great coronavirus,1,0,0,0,0,0,0,0,0,0,0
